2011;12;02;16;27;00;43;1023;
2011;12;02;16;27;21;43;1023;
2011;12;02;16;27;23;42;1023;
2011;12;02;16;27;24;43;1022;
2011;12;02;16;27;25;43;1023;
2011;12;02;16;27;26;43;1023;
2011;12;02;16;27;27;43;1023;
2011;12;02;16;27;28;43;1023;
2011;12;02;16;27;30;42;1023;
2011;12;02;16;27;31;42;1023;
2011;12;02;16;27;32;43;1023;
2011;12;02;16;27;33;44;1023;
2011;12;02;16;27;34;43;1023;
2011;12;02;16;27;35;43;1023;
2011;12;02;16;27;37;43;1023;
2011;12;02;16;27;38;43;1023;
2011;12;02;16;27;39;43;1023;
2011;12;02;16;27;40;43;1023;
2011;12;02;16;27;41;43;1023;
2011;12;02;16;27;43;43;1023;
2011;12;02;16;27;44;43;1023;
2011;12;02;16;27;45;42;1023;
2011;12;02;16;27;46;43;1023;
2011;12;02;16;27;47;43;1023;
2011;12;02;16;27;49;44;1023;
2011;12;02;16;27;50;42;1023;
2011;12;02;16;27;51;43;1023;
2011;12;02;16;27;52;43;1023;
2011;12;02;16;27;53;42;1023;
2011;12;02;16;27;54;43;1023;
