22,27,44,0,263,702
22,27,45,0,260,703
22,27,46,0,261,703
22,27,47,0,266,704
22,27,48,0,261,704
22,27,49,0,261,704
22,27,50,0,267,703
22,27,51,0,261,703
22,27,52,0,266,703
22,27,53,0,266,703
22,27,54,0,261,703
22,27,55,0,261,703
22,27,56,0,266,703
22,27,57,0,265,703
22,27,58,0,260,703
22,27,59,0,262,703
22,27,59,;;,4207,16,262
22,28,0,0,266,703
22,28,1,0,261,703
22,28,2,0,263,703
22,28,3,0,268,703
22,28,4,0,264,702
22,28,5,0,260,703
22,28,6,0,263,702
22,28,7,0,268,702
22,28,8,0,267,702
22,28,9,0,262,702
22,28,10,0,264,702
22,28,11,0,268,703
22,28,12,0,262,702
22,28,13,0,262,702
22,28,14,0,267,702
22,28,15,0,262,702
22,28,16,0,262,702
22,28,17,0,266,702
22,28,18,0,260,702
22,28,19,0,265,702
22,28,20,0,266,702
22,28,21,0,261,702
22,28,22,0,267,702
22,28,23,0,261,702
22,28,24,0,263,702
22,28,25,0,265,703
22,28,26,0,261,702
22,28,27,0,265,703
22,28,28,0,265,703
22,28,29,0,261,703
22,28,30,0,264,703
22,28,31,0,267,702
22,28,32,0,260,702
22,28,33,0,262,702
22,28,34,0,267,703
22,28,35,0,262,702
22,28,36,0,262,702
22,28,37,0,266,702
22,28,38,0,260,703
22,28,39,0,265,702
22,28,40,0,267,702
22,28,41,0,260,702
22,28,42,0,262,702
22,28,43,0,267,702
22,28,44,0,262,702
22,28,45,0,262,702
22,28,46,0,267,701
22,28,47,0,262,701
22,28,48,0,261,702
22,28,49,0,266,702
22,28,50,0,265,701
22,28,51,0,260,702
22,28,52,0,264,702
22,28,53,0,266,701
22,28,54,0,260,701
22,28,55,0,265,702
22,28,56,0,265,702
22,28,57,0,259,702
22,28,58,0,264,702
22,28,59,0,265,703
22,28,59,;;,15819,60,263
22,29,0,0,263,702
22,29,1,0,266,702
22,29,2,0,260,702
22,29,3,0,264,702
22,29,4,0,267,702
22,29,5,0,260,702
22,29,6,0,261,702
22,29,7,0,267,702
22,29,8,0,266,702
22,29,9,0,260,701
22,29,10,0,265,701
22,29,11,0,267,701
22,29,12,0,262,702
22,29,13,0,261,702
22,29,14,0,266,702
22,29,15,0,260,702
22,29,16,0,262,702
22,29,17,0,267,702
22,29,18,0,266,702
22,29,19,0,260,702
22,29,20,0,262,702
22,29,21,0,266,702
22,29,22,0,262,702
22,29,23,0,259,702
22,29,24,0,264,702
22,29,25,0,266,702
22,29,26,0,263,702
22,29,27,0,261,702
22,29,28,0,266,702
22,29,29,0,261,703
22,29,30,0,261,702
22,29,31,0,266,702
22,29,32,0,263,702
22,29,33,0,261,702
22,29,34,0,265,702
22,29,35,0,268,702
22,29,36,0,270,702
22,29,37,0,265,702
22,29,38,0,264,702
22,29,39,0,266,702
22,29,40,0,268,702
22,29,41,0,266,702
22,29,42,0,262,703
22,29,43,0,261,703
22,29,44,0,266,702
22,29,45,0,270,702
22,29,46,0,263,702
22,29,47,0,263,702
22,29,48,0,269,702
22,29,49,0,264,702
22,29,50,0,268,702
22,29,51,0,264,702
22,29,52,0,266,701
22,29,53,0,262,702
22,29,54,0,269,703
22,29,55,0,263,702
22,29,56,0,268,703
22,29,57,0,266,703
22,29,58,0,262,703
22,29,59,0,267,703
22,29,59,;;,15856,60,264
22,30,0,0,263,703
22,30,1,0,269,703
22,30,2,0,262,703
22,30,3,0,264,704
22,30,4,0,265,703
22,30,5,0,262,703
22,30,6,0,269,703
22,30,7,0,261,704
22,30,8,0,266,703
22,30,9,0,262,703
22,30,10,0,267,703
22,30,11,0,264,703
22,30,12,0,263,703
22,30,13,0,268,703
22,30,14,0,261,703
22,30,15,0,265,703
22,30,16,0,267,703
22,30,17,0,261,703
22,30,18,0,263,703
22,30,19,0,268,703
22,30,20,0,261,703
22,30,21,0,266,703
22,30,22,0,267,703
22,30,23,0,261,702
22,30,24,0,266,703
22,30,25,0,265,703
22,30,26,0,263,702
22,30,27,0,268,702
22,30,28,0,260,703
22,30,29,0,267,702
22,30,30,0,260,703
22,30,31,0,266,703
22,30,32,0,261,702
22,30,33,0,270,702
22,30,34,0,266,703
22,30,35,0,266,703
22,30,36,0,267,703
22,30,37,0,259,703
22,30,38,0,265,703
22,30,39,0,262,703
22,30,40,0,262,703
22,30,41,0,266,703
22,30,42,0,260,703
22,30,43,0,264,703
22,30,44,0,267,703
22,30,45,0,263,703
22,30,46,0,267,703
22,30,47,0,271,703
22,30,48,0,265,703
22,30,49,0,314,703
22,30,50,0,263,703
22,30,51,0,257,703
22,30,52,0,262,704
22,30,53,0,261,704
22,30,54,0,256,705
22,30,55,0,261,705
22,30,56,0,261,704
22,30,57,0,257,703
22,30,58,0,262,703
22,30,59,0,257,703
22,30,59,;;,15872,60,264
22,31,0,0,264,704
22,31,1,0,256,704
22,31,2,0,261,704
22,31,3,0,257,703
22,31,5,0,261,703
22,31,6,0,261,703
22,31,7,0,256,703
22,31,8,0,263,703
22,31,9,0,257,703
22,31,10,0,259,704
22,31,11,0,260,704
22,31,12,0,256,704
22,31,13,0,263,704
22,31,14,0,257,704
22,31,15,0,262,704
22,31,16,0,256,704
22,31,17,0,262,704
22,31,18,0,258,704
22,31,19,0,260,704
22,31,20,0,263,704
22,31,21,0,257,704
22,31,22,0,260,704
22,31,23,0,264,704
22,31,24,0,257,704
22,31,25,0,259,704
22,31,26,0,264,704
22,31,27,0,259,704
22,31,28,0,257,703
22,31,29,0,264,704
22,31,30,0,261,703
22,31,31,0,257,703
22,31,32,0,260,703
22,31,33,0,265,703
22,31,34,0,261,703
22,31,35,0,258,703
22,31,36,0,261,703
22,31,37,0,266,703
22,31,38,0,268,703
22,31,39,0,507,703
22,31,40,0,279,703
22,31,41,0,278,704
22,31,42,0,278,703
22,31,43,0,280,703
22,31,44,0,282,703
22,31,45,0,272,703
22,31,46,0,279,703
22,31,47,0,261,704
22,31,48,0,263,704
22,31,49,0,267,704
22,31,50,0,266,704
22,31,51,0,261,704
22,31,52,0,263,703
22,31,53,0,266,704
22,31,54,0,266,704
22,31,55,0,262,704
22,31,56,0,259,704
22,31,57,0,265,704
22,31,58,0,260,704
22,31,59,0,260,704
22,31,59,;;,15764,59,267
22,32,0,0,266,704
